"No.","Time","Source","Destination","Protocol","Length","Info"
"81","0.150474","192.168.43.76","114.125.240.16","UDP","76","60893  >  443 Len=34"
"82","0.150506","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"83","0.150803","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"84","0.150803","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"85","0.151091","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"86","0.151189","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"87","0.151394","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"88","0.154686","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"89","0.154859","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"90","0.155056","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"91","0.155163","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"92","0.156206","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"93","0.164475","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"94","0.170597","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"95","0.170789","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"96","0.170934","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"97","0.170992","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"98","0.170992","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"99","0.171466","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"100","0.171668","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"101","0.171870","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"102","0.175509","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"103","0.177607","192.168.43.76","114.125.240.16","UDP","76","60893  >  443 Len=34"
"104","0.180638","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"105","0.188478","192.168.43.76","114.125.240.16","UDP","76","60893  >  443 Len=34"
"106","0.190694","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"107","0.190884","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"108","0.191356","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"109","0.191356","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"110","0.191356","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"111","0.191356","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"112","0.192728","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"113","0.192728","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"114","0.192728","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"115","0.193051","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"116","0.193051","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"117","0.193501","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"118","0.193605","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"119","0.194431","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"120","0.197271","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"121","0.197420","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"122","0.198132","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"123","0.198132","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"124","0.198132","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"125","0.198415","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"126","0.198415","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"127","0.198514","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"128","0.198982","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"129","0.199449","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"130","0.203633","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"131","0.203633","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"132","0.204468","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"133","0.204468","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"134","0.204468","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"135","0.205542","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"136","0.205542","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"137","0.205542","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"138","0.205542","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"139","0.205822","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"140","0.205822","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"141","0.205822","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"142","0.205948","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"143","0.206108","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"144","0.206324","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"145","0.206452","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"146","0.210307","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"147","0.211468","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"148","0.211468","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"149","0.211468","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"150","0.211650","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"151","0.211748","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"152","0.212097","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"153","0.212337","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"154","0.215863","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"155","0.216040","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"156","0.218661","192.168.43.76","114.125.240.16","UDP","76","60893  >  443 Len=34"
"157","0.225492","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"158","0.225672","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"159","0.225672","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"160","0.225776","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"161","0.225776","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"162","0.225776","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"163","0.226662","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"164","0.226662","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"165","0.226662","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"166","0.226662","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"167","0.226662","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"168","0.227224","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"169","0.227755","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"170","0.227755","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"171","0.227755","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"172","0.227755","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"173","0.227755","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"174","0.228167","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"175","0.228167","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"176","0.228370","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"177","0.229432","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"178","0.229620","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"179","0.229706","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"180","0.229815","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"181","0.230773","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"182","0.230773","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"183","0.230932","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"184","0.231038","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"185","0.231142","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"186","0.234745","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"187","0.234931","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"188","0.235134","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"189","0.235134","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"190","0.235306","192.168.43.76","114.125.240.16","UDP","80","60893  >  443 Len=38"
"191","0.235453","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"192","0.235946","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"193","0.243493","192.168.43.76","114.125.240.16","UDP","76","60893  >  443 Len=34"
"194","0.243500","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"195","0.243685","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"196","0.250760","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"197","0.250928","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"198","0.251284","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"199","0.251899","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"200","0.251899","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"201","0.251899","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"202","0.251899","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"203","0.251899","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"204","0.252353","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"205","0.252353","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"206","0.252353","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"207","0.252491","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"208","0.252491","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"209","0.252615","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"210","0.253587","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"211","0.253772","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"212","0.258766","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"213","0.261379","192.168.43.76","114.125.240.16","UDP","76","60893  >  443 Len=34"
"214","0.266599","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"215","0.266912","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"216","0.266912","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"217","0.267502","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"218","0.267502","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"219","0.267502","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"220","0.268562","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"221","0.268562","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"222","0.268562","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"223","0.268772","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"224","0.268772","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"225","0.269045","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"226","0.269099","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"227","0.269099","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"228","0.269099","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"229","0.269099","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"230","0.269498","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"231","0.269979","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"232","0.270059","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"233","0.270100","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"234","0.274702","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"235","0.274897","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"236","0.274897","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"237","0.275070","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"238","0.275575","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"239","0.275575","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"240","0.275745","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"241","0.275942","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"242","0.280839","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"243","0.281010","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"244","0.281633","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"245","0.285149","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"246","0.286941","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"247","0.286941","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"248","0.286941","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"249","0.286941","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"250","0.286941","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"251","0.286941","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"252","0.287299","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"253","0.287299","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"254","0.287299","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"255","0.287479","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"256","0.287498","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"257","0.287560","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"258","0.288666","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"259","0.288828","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"260","0.291624","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"261","0.291926","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"262","0.291926","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"263","0.292142","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"264","0.292142","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"265","0.292142","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"266","0.292238","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"267","0.292362","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"268","0.293691","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"269","0.293691","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"270","0.295955","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"271","0.300757","192.168.43.76","114.125.240.16","UDP","76","60893  >  443 Len=34"
"272","0.301442","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"273","0.301712","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"274","0.305663","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"275","0.305663","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"276","0.305965","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"277","0.305965","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"278","0.306199","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"279","0.306199","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"280","0.306490","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"281","0.306718","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"282","0.307425","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"283","0.325117","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"284","0.325394","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"285","0.325394","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"286","0.325496","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"287","0.325496","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"288","0.326658","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"289","0.326658","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"290","0.326658","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"291","0.326849","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"292","0.326946","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"293","0.327055","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"294","0.327091","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"295","0.330788","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"296","0.331071","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"297","0.331071","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"298","0.331479","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"299","0.331580","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"300","0.332543","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"301","0.334396","192.168.43.76","114.125.240.16","UDP","76","60893  >  443 Len=34"
"302","0.342456","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"303","0.349647","192.168.43.76","114.125.240.16","UDP","76","60893  >  443 Len=34"
"304","0.350847","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"305","0.351235","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"306","0.351235","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"307","0.351849","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"308","0.351849","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"309","0.353576","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"310","0.353576","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"311","0.353576","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"312","0.353576","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"313","0.353993","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"314","0.353993","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"315","0.354163","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"316","0.354507","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"317","0.354708","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"318","0.356251","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"319","0.356762","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"320","0.357061","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"321","0.357061","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"322","0.357168","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"323","0.357168","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"324","0.357168","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"325","0.357470","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"326","0.357470","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"327","0.357673","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"328","0.357774","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"329","0.358847","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"330","0.360905","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"331","0.361118","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"332","0.362661","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"333","0.362873","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"334","0.362873","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"335","0.362873","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"336","0.363057","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"337","0.363151","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"338","0.363219","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"339","0.363274","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"340","0.366285","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"341","0.366467","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"342","0.366467","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"343","0.366565","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"344","0.366565","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"345","0.367277","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"346","0.367277","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"347","0.367277","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"348","0.367661","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"349","0.367716","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"350","0.367757","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"351","0.368075","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"352","0.371343","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"353","0.371520","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"354","0.371635","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"355","0.375787","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"356","0.375964","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"357","0.376060","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"358","0.376557","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"359","0.377089","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"360","0.377277","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"361","0.384556","192.168.43.76","114.125.240.16","UDP","81","60893  >  443 Len=39"
"362","0.386690","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"363","0.386984","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"364","0.386984","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"365","0.387106","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"366","0.387106","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"367","0.387106","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"368","0.387475","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"369","0.387475","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"370","0.387475","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"371","0.388509","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"372","0.388509","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"373","0.388509","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"374","0.388509","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"375","0.388509","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"376","0.388509","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"377","0.388509","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"378","0.388871","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"379","0.388979","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"380","0.388979","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"381","0.388979","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"382","0.389250","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"383","0.389250","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"384","0.390634","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"385","0.390634","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"386","0.390634","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"387","0.390674","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"388","0.390802","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"389","0.390896","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"390","0.391006","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"391","0.391006","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"392","0.391587","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
